20,49.9002,0.00973273
10,49.9065,0.00144644
5,49.9065,0.000197507
3,49.9141,4.42113e-05
2,49.9121,1.33365e-05
1,19.9638,1.69723e-06
20,149.673,0.0217914
10,149.685,0.0213542
5,149.718,0.00447525
3,149.65,0.00107661
2,149.667,0.00033548
1,149.602,4.42273e-05
20,373.497,0.00373592
10,373.507,0.00373592
5,373.715,0.00796688
3,373.85,0.00758554
2,373.543,0.0073498
1,373.452,0.000218926
20,746.608,0.00373592
10,745.707,0.00373592
5,745.916,0.00373592
3,746.927,0.00535715
2,746.633,0.00535715
1,746.009,0.00344266
20,746.006,0.00373592
10,746.188,0.00373592
5,746.062,0.00373592
3,745.758,0.0102512
2,745.833,0.0102512
1,746.558,0.00971663
TEST PARAMETERS
Number of bloom filters in FBF,3
Constituent Filter bits, 12500
Number of hash functions,3
Number of elements,3000
Invalid check,100000

