20,249.279,0.262544
10,249.294,0.139638
5,249.276,0.0861263
3,249.287,0.058427
2,249.298,0.0295803
1,249.28,1
20,2473.64,0.0174106
10,2473.1,0.782508
5,2473.24,0.638177
3,2474.69,0.513461
2,2473.62,0.275365
1,2473.3,1
20,12016.7,1
10,11973.3,1
5,11989.8,1
3,11983.7,1
2,11977.8,1
1,11958,1
20,22995.4,1
10,23010.7,1
5,22847.3,1
3,22944.2,1
2,22985.7,1
1,22782.2,1
TEST PARAMETERS
Number of bloom filters in FBF,3
Constituent Filter bits, 50000
Number of hash functions,3
Number of elements,50000
Invalid check,100000

