20,49.8982,0.00389577
10,49.9043,0.00019572
5,49.9173,7.8073e-06
3,49.9027,6.72833e-07
2,49.9323,9.57304e-08
1,49.9119,6.08838e-09
20,124.691,0.0878137
10,124.721,0.00944213
5,124.705,0.000529867
3,124.723,5.27149e-05
2,124.749,8.08023e-06
1,124.739,5.51848e-07
20,249.291,0.0804832
10,249.342,0.0748771
5,249.315,0.00944959
3,249.279,0.00136641
2,249.356,0.000203554
1,249.276,1.49583e-05
20,355.996,0.100925
10,355.881,0.0243641
5,355.712,0.0231105
3,355.955,0.00679887
2,355.763,0.00117797
1,355.852,6.02405e-05
20,415.03,0.100925
10,415.001,0.0399164
5,415.09,0.0372629
3,414.931,0.0126656
2,415.113,0.00253555
1,415.243,0.000129104
20,498.046,0.100925
10,497.725,0.0556728
5,498.007,0.0517207
3,497.913,0.0192328
2,498.446,0.00410466
1,497.554,0.000391427
TEST PARAMETERS
Number of bloom filters in FBF,3
Constituent Filter bits, 25000
Number of hash functions,5
Number of elements,5000
Invalid check,100000

