3,4.9936,3.0452e-09
6,4.99311,3.0452e-09
12,4.99275,3.0452e-09
24,4.99256,3.0452e-09
48,4.99352,1.01386e-12
3,35.6583,5.25303e-05
6,35.6657,1.85899e-05
12,35.6621,1.00579e-07
24,35.6575,1.00579e-07
48,35.6578,1.00579e-07
3,62.4036,0.000529943
6,62.3838,4.84737e-07
12,62.3851,4.84737e-07
24,62.4089,4.84737e-07
48,62.3964,4.84737e-07
3,83.1488,0.000887725
6,83.1568,1.90688e-05
12,83.1724,1.90688e-05
24,83.1933,1.90688e-05
48,83.1858,1.90688e-05
3,99.713,0.00154354
6,99.8097,3.47641e-06
12,99.7679,3.47641e-06
24,99.8021,3.47641e-06
48,99.8502,3.47641e-06
3,166.25,0.00154885
6,166.159,8.68476e-06
12,166.13,8.68476e-06
24,166.252,8.68476e-06
48,166.277,8.68476e-06
TEST PARAMETERS
Refresh rate,5
Constituent Filter bits, 12500
Number of hash functions,5
Number of elements,1000
Invalid check,100000

