TARGET,0.001000
0.000466,7.58748e-08,8,3
2.00462,2.43789e-06,10,3
4.00659,1.7357e-05,10,3
6.00761,6.74629e-05,10,3
8.00981,7.077e-05,10,3
10.0121,7.33805e-05,10,3
12.015,8.92118e-05,10,3
14.0171,0.000141429,10,3
16.0176,0.000266539,10,3
18.0203,1.18919e-06,9,6
20.0232,4.84014e-06,9,6
22.0274,2.23077e-05,9,6
24.0306,7.69251e-05,9,6
26.0363,0.000205367,9,6
28.0421,1.14709e-05,9,6
30.0478,1.57253e-05,9,6
32.0515,3.41431e-05,9,6
34.0568,9.01543e-05,9,6
36.0615,2.00787e-05,9,6
TEST PARAMETERS
Constituent Filter bits, 6250
Number of hash functions,5
Initial Refresh Rate,7
Batch Operations,50

