200,6.82553e-07
300,5e-06
400,5e-06
500,3e-05
600,6.5e-05
700,4e-05
TEST PARAMETERS
Number of bloom filters in FBF,3
Constituent Filter bits, 6250
Number of hash functions,7
Refresh Rate,5
Batch Operations,75
Invalid check,200000

