20,249.279,0.0114
10,249.294,0.00179
5,249.276,0.00031
3,249.287,8e-05
2,249.298,2e-05
1,249.28,2e-05
20,2473.64,0.25759
10,2473.1,0.25759
5,2473.24,0.09125
3,2474.69,0.04036
2,2473.62,0.01289
1,2473.3,0.00348
20,12016.7,0.29873
10,11973.3,0.29873
5,11989.8,0.29873
3,11983.7,0.16992
2,11977.8,0.16992
1,11958,0.16284
20,22995.4,0.29873
10,23010.7,0.29873
5,22847.3,0.29873
3,22944.2,0.29873
2,22985.7,0.29873
1,22782.2,0.28346
TEST PARAMETERS
Number of bloom filters in FBF,3
Constituent Filter bits, 50000
Number of hash functions,3
Number of elements,50000
Invalid check,100000

