20,249.279,0.0174719
10,249.294,0.00270432
5,249.276,0.000377286
3,249.287,8.52227e-05
2,249.298,2.58162e-05
1,249.28,3.3001e-06
20,2473.64,0.605216
10,2473.1,0.495058
5,2473.24,0.15471
3,2474.69,0.0542191
2,2473.62,0.0180168
1,2473.3,0.00275694
20,12016.7,0.402261
10,11973.3,0.402261
5,11989.8,0.402261
3,11983.7,0.435595
2,11977.8,0.424432
1,11958,0.222268
20,22995.4,0.402261
10,23010.7,0.402261
5,22847.3,0.402261
3,22944.2,0.402261
2,22985.7,0.402257
1,22782.2,0.395432
TEST PARAMETERS
Number of bloom filters in FBF,3
Constituent Filter bits, 50000
Number of hash functions,3
Number of elements,50000
Invalid check,100000

