TARGET,0.001000
4.00314,0,11,3
24.0312,0.000195727,19,3
44.0477,4.9429e-07,19,5
64.0695,1.05983e-05,19,5
84.0919,2.02591e-05,18,8
104.108,2.72602e-05,18,8
124.124,3.77015e-05,18,8
144.149,4.95254e-05,17,11
164.164,5.69805e-05,17,11
184.185,7.91607e-05,17,11
204.213,6.48491e-05,16,14
224.23,6.75063e-05,16,14
244.255,7.28516e-05,15,17
264.274,9.16821e-05,15,17
284.302,7.6709e-05,14,20
303.32,7.93663e-05,14,20
323.34,9.9182e-05,14,20
343.364,8.19733e-05,13,23
363.387,8.56441e-05,13,23
383.409,8.38365e-05,12,26
TEST PARAMETERS
Constituent Filter bits, 6250
Number of hash functions,5
Initial Refresh Rate,7
Batch Operations,50

