TARGET,0.001000
0,0,7,3
50,9.26862e-08,10,3
100,2.6864e-06,12,3
150,1.84893e-05,12,3
200,1.85833e-05,12,3
250,2.11793e-05,12,3
300,3.69864e-05,12,3
350,8.9168e-05,12,3
400,0.000214228,12,3
450,0.000460799,12,3
500,2.28667e-06,11,6
550,6.57623e-06,11,6
600,2.48677e-05,11,6
650,8.04994e-05,11,6
700,0.000210145,11,6
750,0.000462596,11,6
800,2.74205e-05,11,6
850,3.54202e-05,11,6
900,5.91559e-05,11,6
950,0.00012235,11,6
TEST PARAMETERS
Constituent Filter bits, 6250
Number of hash functions,5
Initial Refresh Rate,7
Batch Operations,50

