100,1.54387e-06
200,6e-05
300,0.00052
400,0.00078
500,0.00143
600,0.00164
TEST PARAMETERS
Number of bloom filters in FBF,3
Constituent Filter bits, 6250
Number of hash functions,5
Refresh Rate,5
Batch Operations,75
Invalid check,200000

