TARGET,0.001000
0,0,7,3
0.000545,3.33067e-16,8,3
0.000646,1.04361e-14,8,3
0.000669,7.91589e-14,8,3
0.000698,3.32845e-13,8,3
0.00072,1.01386e-12,8,3
0.000774,2.51765e-12,8,3
0.0008,5.43077e-12,8,3
0.00085,1.05671e-11,8,3
0.000875,1.90042e-11,8,3
0.000916,3.21195e-11,8,3
0.000943,5.16257e-11,8,3
0.000979,7.96052e-11,8,3
0.00101,1.18545e-10,8,3
0.001046,1.71373e-10,8,3
0.001086,2.41485e-10,8,3
0.001125,3.32788e-10,8,3
0.001153,4.49723e-10,8,3
0.00119,5.97306e-10,8,3
0.00122,7.81152e-10,8,3
0.001257,1.00751e-09,8,3
0.001288,1.28331e-09,8,3
0.001324,1.61615e-09,8,3
0.001354,2.01438e-09,8,3
0.00139,2.4871e-09,8,3
0.001421,3.04419e-09,8,3
0.001457,3.69635e-09,8,3
0.001489,4.45512e-09,8,3
0.001525,5.33292e-09,8,3
0.001557,6.34307e-09,8,3
0.001594,7.49982e-09,8,3
0.001623,8.81836e-09,8,3
0.001672,1.03149e-08,8,3
0.001697,1.20066e-08,8,3
0.00174,1.39117e-08,8,3
0.001764,1.60495e-08,8,3
0.001807,1.84403e-08,8,3
0.001831,2.11057e-08,8,3
0.001873,2.40683e-08,8,3
0.001898,2.73518e-08,8,3
0.001937,3.09813e-08,8,3
0.001963,3.49828e-08,8,3
0.002003,3.93838e-08,8,3
0.00203,4.4213e-08,8,3
0.002069,4.95003e-08,8,3
0.002096,5.52768e-08,8,3
0.002135,6.15753e-08,8,3
0.002162,6.84295e-08,8,3
0.0022,7.58747e-08,8,3
0.002235,8.39476e-08,8,3
2.00681,9.26862e-08,9,3
2.00692,1.0213e-07,9,3
2.00698,1.1232e-07,9,3
2.00706,1.23298e-07,9,3
2.0071,1.35109e-07,9,3
2.00715,1.47797e-07,9,3
2.0072,1.6141e-07,9,3
2.00726,1.75996e-07,9,3
2.0073,1.91605e-07,9,3
2.00737,2.08288e-07,9,3
2.00742,2.26099e-07,9,3
2.00754,2.45093e-07,9,3
2.00775,2.65325e-07,9,3
2.00779,2.86854e-07,9,3
2.00789,3.0974e-07,9,3
2.00795,3.34044e-07,9,3
2.008,3.59828e-07,9,3
2.00806,3.87158e-07,9,3
2.00811,4.161e-07,9,3
2.00816,4.46723e-07,9,3
2.00821,4.79096e-07,9,3
2.00827,5.13291e-07,9,3
2.00832,5.49382e-07,9,3
2.00838,5.87443e-07,9,3
2.00843,6.27552e-07,9,3
2.00848,6.69789e-07,9,3
2.00853,7.14232e-07,9,3
2.00859,7.60966e-07,9,3
2.00864,8.10075e-07,9,3
2.00869,8.61645e-07,9,3
2.00874,9.15764e-07,9,3
2.00881,9.72522e-07,9,3
2.00886,1.03201e-06,9,3
2.00892,1.09433e-06,9,3
2.00897,1.15956e-06,9,3
2.00903,1.22781e-06,9,3
2.00908,1.29919e-06,9,3
2.00915,1.37378e-06,9,3
2.00921,1.4517e-06,9,3
2.00928,1.53304e-06,9,3
2.00932,1.61793e-06,9,3
2.00938,1.70645e-06,9,3
2.00943,1.79874e-06,9,3
2.00948,1.8949e-06,9,3
2.00953,1.99505e-06,9,3
2.00959,2.0993e-06,9,3
2.00964,2.20778e-06,9,3
2.00969,2.3206e-06,9,3
2.00976,2.43789e-06,9,3
2.00983,2.55978e-06,9,3
4.01276,2.6864e-06,9,3
4.013,2.81786e-06,9,3
4.01303,2.95432e-06,9,3
4.01308,3.09589e-06,9,3
4.01313,3.24272e-06,9,3
4.01316,3.39495e-06,9,3
4.01319,3.55271e-06,9,3
4.01325,3.71615e-06,9,3
4.01328,3.88541e-06,9,3
4.01335,4.06064e-06,9,3
4.01341,4.24199e-06,9,3
4.01344,4.4296e-06,9,3
4.01351,4.62364e-06,9,3
4.01356,4.82426e-06,9,3
4.01364,5.03162e-06,9,3
4.01369,5.24587e-06,9,3
4.01375,5.46717e-06,9,3
4.0138,5.6957e-06,9,3
4.01387,5.93161e-06,9,3
4.01392,6.17508e-06,9,3
4.01397,6.42627e-06,9,3
4.01402,6.68537e-06,9,3
4.01409,6.95253e-06,9,3
4.0143,7.22795e-06,9,3
4.01445,7.51179e-06,9,3
4.01452,7.80425e-06,9,3
4.01457,8.1055e-06,9,3
4.01463,8.41573e-06,9,3
4.01469,8.73512e-06,9,3
4.01474,9.06388e-06,9,3
4.0148,9.40218e-06,9,3
4.01487,9.75023e-06,9,3
4.01491,1.01082e-05,9,3
4.01497,1.04764e-05,9,3
4.01502,1.08548e-05,9,3
4.01508,1.12438e-05,9,3
4.01513,1.16436e-05,9,3
4.01518,1.20543e-05,9,3
4.01523,1.24762e-05,9,3
4.01529,1.29095e-05,9,3
4.01534,1.33543e-05,9,3
4.0154,1.3811e-05,9,3
4.01545,1.42797e-05,9,3
4.01551,1.47607e-05,9,3
4.01555,1.52541e-05,9,3
4.01561,1.57602e-05,9,3
4.01566,1.62793e-05,9,3
4.01574,1.68115e-05,9,3
4.01578,1.7357e-05,9,3
4.01584,1.79162e-05,9,3
6.02104,1.84893e-05,9,3
6.02126,1.90765e-05,9,3
6.0213,1.9678e-05,9,3
6.02135,2.0294e-05,9,3
6.02139,2.09249e-05,9,3
6.02143,2.15709e-05,9,3
6.02146,2.22322e-05,9,3
6.02151,2.2909e-05,9,3
6.02154,2.36017e-05,9,3
6.02162,2.43105e-05,9,3
6.02167,2.50356e-05,9,3
6.02171,2.57773e-05,9,3
6.02177,2.65359e-05,9,3
6.02184,2.73115e-05,9,3
6.0219,2.81046e-05,9,3
6.02195,2.89154e-05,9,3
6.02201,2.9744e-05,9,3
6.02206,3.05909e-05,9,3
6.02211,3.14563e-05,9,3
6.02216,3.23404e-05,9,3
6.0222,3.32436e-05,9,3
6.02229,3.4166e-05,9,3
6.02234,3.51081e-05,9,3
6.02239,3.60701e-05,9,3
6.02244,3.70522e-05,9,3
6.0225,3.80549e-05,9,3
6.02253,3.90782e-05,9,3
6.02261,4.01227e-05,9,3
6.02264,4.11885e-05,9,3
6.02271,4.22759e-05,9,3
6.02278,4.33853e-05,9,3
6.02283,4.45169e-05,9,3
6.02288,4.56711e-05,9,3
6.02293,4.68482e-05,9,3
6.02297,4.80484e-05,9,3
6.02304,4.92721e-05,9,3
6.02307,5.05196e-05,9,3
6.02314,5.17912e-05,9,3
6.02318,5.30873e-05,9,3
6.02324,5.44081e-05,9,3
6.02328,5.5754e-05,9,3
6.02354,5.71253e-05,9,3
6.0236,5.85223e-05,9,3
6.02365,5.99453e-05,9,3
6.02371,6.13948e-05,9,3
6.02376,6.28709e-05,9,3
6.02384,6.43741e-05,9,3
6.02388,6.59046e-05,9,3
6.02395,6.74629e-05,9,3
6.02399,6.90492e-05,9,3
8.02828,7.06689e-05,9,3
8.02848,7.06691e-05,9,3
8.02854,7.06692e-05,9,3
8.02858,7.06693e-05,9,3
8.02861,7.06694e-05,9,3
8.02865,7.06695e-05,9,3
8.02875,7.06697e-05,9,3
8.02882,7.06698e-05,9,3
8.02886,7.06699e-05,9,3
8.02891,7.06701e-05,9,3
