3,49.8992,0.00019581
6,49.9008,0.000195925
12,49.8918,0.000196154
24,49.9019,4.55058e-07
3,249.244,0.0567583
6,249.367,0.00664457
12,249.22,0.00664457
24,249.243,0.00664457
3,373.684,0.0400463
6,373.708,0.0217553
12,373.864,0.0217553
24,373.424,0.0217553
3,498.011,0.0623132
6,498.04,0.0122998
12,497.954,0.0122998
24,498.037,0.0122998
3,498.124,0.116219
6,498.077,0.0170107
12,497.814,0.0170107
24,497.742,0.0170107
TEST PARAMETERS
Refresh rate,5
Constituent Filter bits, 12500
Number of hash functions,5
Number of elements,3000
Invalid check,100000

