20,49.9052,0.00144632
10,49.9175,0.000197507
5,49.912,2.5815e-05
3,49.904,5.67691e-06
2,49.9092,1.69721e-06
1,49.9032,2.14066e-07
20,249.285,0.0134823
10,249.239,0.0133083
5,249.262,0.00270443
3,249.316,0.000638913
2,249.336,0.000197576
1,249.258,2.58206e-05
20,355.84,0.00159914
10,355.844,0.00471705
5,355.971,0.00456649
3,355.934,0.00202076
2,355.902,0.000637899
1,355.907,8.52059e-05
20,498.091,0.00159914
10,498.189,0.00990864
5,497.975,0.00976422
3,497.767,0.00449654
2,498.306,0.00145013
1,497.795,0.000197822
20,622.535,0.00159914
10,622.526,0.00159914
5,621.922,0.00305276
3,621.707,0.00286709
2,621.976,0.00271719
1,622.297,0.000378413
TEST PARAMETERS
Number of bloom filters in FBF,3
Constituent Filter bits, 25000
Number of hash functions,3
Number of elements,5000
Invalid check,100000

