3,49.8972,0.00018
6,49.8992,0.00012
12,49.9045,0.00025
24,49.8926,0.00025
3,249.287,0.00879
6,249.345,0.0042
12,249.286,0.0042
24,249.414,0.0042
3,373.618,0.00721
6,373.789,0.00721
12,373.617,0.00721
24,373.582,0.00721
3,498.142,0.00879
6,498.092,0.00879
12,497.987,0.00879
24,497.879,0.00879
3,497.908,0.01379
6,498.062,0.01379
12,498.148,0.01379
24,498.11,0.01379
TEST PARAMETERS
Refresh rate,5
Constituent Filter bits, 12500
Number of hash functions,3
Number of elements,3000
Invalid check,100000

