3,49.898,0.00389899
6,49.91,0.00264432
12,49.901,0.00103496
24,49.904,0.000147017
3,74.8406,0.0187622
6,74.8369,0.011791
12,74.8454,0.00596622
24,74.8738,0.00196622
3,99.7974,0.0510903
6,99.8005,0.0383707
12,99.8127,0.00996845
24,99.8131,0.00936845
3,149.677,0.171954
6,149.702,0.0567159
12,149.598,0.0530597
24,149.613,0.0490597
3,249.359,0.425366
6,249.175,0.164117
12,249.277,0.164117
24,249.121,0.164117
TEST PARAMETERS
Refresh rate,5
Constituent Filter bits, 6250
Number of hash functions,5
Number of elements,3000
Invalid check,100000

