3,49.8884,0.00389899
6,49.9065,9.63459e-05
12,49.9251,2.56838e-05
24,49.8957,2.56838e-05
3,249.122,0.0506362
6,249.432,0.0506362
12,249.199,0.0506362
24,249.363,0.0506362
3,249.556,0.0506362
6,249.293,0.0506362
12,249.487,0.0506362
24,249.566,0.0506362
3,498.479,0.0506362
6,497.71,0.0506362
12,497.277,0.0506362
24,497.387,0.0506362
3,498.219,0.0506362
6,497.674,0.0506362
12,497.739,0.0506362
24,497.426,0.0506362
TEST PARAMETERS
Refresh rate,5
Constituent Filter bits, 6250
Number of hash functions,5
Number of elements,1000
Invalid check,100000

