20,49.9034,0.00389577
10,49.8987,0.00019572
5,49.917,7.8073e-06
3,49.9109,6.72833e-07
2,49.9014,9.57304e-08
1,49.9021,6.08838e-09
20,249.203,0.0804832
10,249.381,0.0748771
5,249.237,0.00944959
3,249.241,0.00136641
2,249.185,0.000203554
1,249.105,1.56085e-05
20,355.91,0.100925
10,355.736,0.0243641
5,355.721,0.0231105
3,355.668,0.00679887
2,356.039,0.00117797
1,356.053,6.02405e-05
20,497.916,0.100925
10,498.203,0.0556728
5,497.92,0.0517207
3,497.772,0.0192328
2,497.654,0.00410466
1,497.939,0.000194831
20,622.525,0.100925
10,621.866,0.100925
5,622.005,0.0197069
3,135.612,0.0191513
2,622.129,0.0100436
1,622.461,0.000527751
TEST PARAMETERS
Number of bloom filters in FBF,3
Constituent Filter bits, 25000
Number of hash functions,5
Number of elements,5000
Invalid check,100000

