6250,0.000766965
6250,0.000208375
6250,7.06639e-05
6250,2.8422e-05
6250,1.311e-05
6250,6.77149e-06
6250,3.84756e-06
6250,2.37215e-06
6250,1.56969e-06
6250,1.10494e-06
6250,8.21358e-07
6250,6.40776e-07
6250,5.21888e-07
6250,4.41756e-07
6250,3.87095e-07
6250,3.49938e-07
TEST PARAMETERS
Number of bloom filters in FBF,3
Number of insertions, 600
Number of bits in filters,6250
Refresh Rate,5
Batch Operations,200
Invalid check,20000

