TARGET,0.001000
0.000608,7.81152e-10,8,3
0.000725,2.73518e-08,8,3
3.00253,2.08288e-07,10,3
3.00281,8.61645e-07,10,3
5.00404,2.55978e-06,10,3
5.00432,6.17508e-06,10,3
5.00447,1.29095e-05,10,3
8.00509,1.84898e-05,10,3
8.00531,1.84976e-05,10,3
11.0063,1.85833e-05,10,3
11.0067,1.89704e-05,10,3
11.007,2.01102e-05,10,3
13.0096,2.27355e-05,10,3
13.0098,2.78972e-05,10,3
16.015,3.69863e-05,10,3
16.0153,5.1743e-05,10,3
16.0154,7.42563e-05,10,3
19.0182,7.5922e-08,10,5
19.0184,1.22544e-07,10,5
21.022,2.60609e-07,12,4
21.0223,7.16483e-07,12,4
21.0226,1.94444e-06,12,4
24.0261,4.68056e-06,12,4
24.0264,9.97918e-06,12,4
27.0291,0.000858762,12,4
27.0294,0.000858776,12,4
27.0296,0.000858825,12,4
29.0351,1.04829e-06,12,7
29.0361,1.77759e-06,12,7
32.0381,3.60176e-06,12,7
32.0386,7.41197e-06,12,7
32.0388,1.44303e-05,12,7
35.0443,2.6225e-05,12,7
35.0445,4.47148e-05,12,7
37.0499,7.21638e-05,12,7
37.0503,0.000111169,12,7
37.0507,0.000164643,12,7
40.0537,2.44307e-06,12,7
40.054,2.59217e-06,12,7
43.0594,2.85717e-06,12,7
43.0597,3.46762e-06,12,7
43.0599,4.88097e-06,12,7
45.0627,7.83655e-06,12,7
45.0629,1.33919e-05,12,7
48.0682,2.29447e-05,12,7
48.0686,3.82419e-05,12,7
48.0688,6.13795e-05,12,7
51.0692,6.19657e-06,12,7
51.0694,6.31929e-06,12,7
TEST PARAMETERS
Constituent Filter bits, 6250
Number of hash functions,5
Initial Refresh Rate,7
Batch Operations,50

