TARGET,0.001000
0,0,7,3
2.00266,9.26862e-08,10,3
4.00835,2.6864e-06,11,3
6.01015,1.84893e-05,11,3
8.01174,1.85833e-05,11,3
10.0157,2.11793e-05,11,3
12.0203,3.69864e-05,11,3
14.0209,8.9168e-05,11,3
16.0267,0.000214228,11,3
18.0324,0.00154095,11,3
20.0369,4.02436e-06,10,6
22.0408,2.08614e-05,10,6
24.0446,7.45535e-05,10,6
26.0504,0.000201711,10,6
28.0511,0.00045107,10,6
30.0569,1.38598e-05,10,6
32.0612,2.0291e-05,10,6
34.0669,4.17252e-05,10,6
36.0693,0.000101722,10,6
38.0749,0.00023717,10,6
TEST PARAMETERS
Constituent Filter bits, 6250
Number of hash functions,5
Initial Refresh Rate,7
Batch Operations,50

