TARGET,0.001000
4.00035,0,11,3
24.0285,0.000195727,19,3
44.0565,3.9412e-07,21,6
64.079,5.09952e-06,21,6
84.0971,1.5541e-05,21,6
104.117,3.85114e-05,20,18
124.13,6.97641e-05,20,18
144.15,9.16645e-05,20,18
164.172,0.000106831,20,18
184.196,0.000121997,20,18
204.211,0.000137163,20,18
224.23,0.000152329,20,18
244.249,0.000167495,20,18
264.272,0.00018266,20,18
284.288,0.000197825,20,18
304.316,0.00021299,20,18
324.344,0.000228155,20,18
344.364,0.000243319,19,54
364.377,0.000258483,19,54
384.393,0.000273647,19,54
TEST PARAMETERS
Constituent Filter bits, 6250
Number of hash functions,5
Initial Refresh Rate,7
Batch Operations,50

