20,49.9108,0.113226
10,49.8605,0.0582479
5,49.9119,0.0353624
3,49.9028,0.01193
2,49.9101,0.01193
1,49.9114,1
20,249.289,0.000197498
10,249.212,0.215508
5,249.333,0.165317
3,249.208,0.114437
2,249.272,0.0584323
1,249.222,1
20,497.551,1
10,497.778,0.00144595
5,498.181,0.216138
3,498.408,0.114635
2,497.94,0.114507
1,498.29,1
20,829.442,1
10,830.024,1
5,829.254,0.00144595
3,829.076,0.216138
2,829.759,0.215079
1,829.682,1
20,1241.37,1
10,1243.32,1
5,1242.59,1
3,1241.46,0.00144595
2,1241.61,0.114856
1,1241.87,1
TEST PARAMETERS
Number of bloom filters in FBF,3
Constituent Filter bits, 25000
Number of hash functions,3
Number of elements,5000
Invalid check,100000

