3,4.99189,9.75648e-11
6,4.99194,9.75648e-11
12,4.99158,9.75648e-11
24,4.99203,9.75648e-11
48,4.99172,9.75648e-11
3,24.9484,2.76021e-07
6,0.545053,2.76022e-07
12,0.619239,9.57311e-08
24,24.9636,9.85552e-11
48,24.955,9.85552e-11
3,49.9323,7.8073e-06
6,49.9288,7.80748e-06
12,49.9184,3.37516e-09
24,49.891,3.37516e-09
48,49.8989,3.37516e-09
3,99.8045,0.00019581
6,99.8529,2.83502e-06
12,99.8099,1.48628e-07
24,99.7625,1.48628e-07
48,99.8076,1.48628e-07
3,199.577,0.00154354
6,199.447,3.47641e-06
12,199.536,3.47641e-06
24,199.399,3.47641e-06
48,199.632,3.47641e-06
TEST PARAMETERS
Refresh rate,5
Constituent Filter bits, 25000
Number of hash functions,5
Number of elements,2000
Invalid check,100000

