TARGET,0.001000
0,0,7,3
50,9.26862e-08,9,3
100,2.6864e-06,11,3
150,1.84893e-05,13,3
200,1.85833e-05,13,3
250,2.11793e-05,13,3
300,3.69864e-05,13,3
350,8.9168e-05,13,3
400,0.000214228,13,3
450,0.000460799,13,3
550,6.57623e-06,13,5
600,2.48677e-05,15,4
650,8.04994e-05,15,4
700,0.000210145,15,4
750,0.000462596,15,4
800,0.000896365,15,4
850,4.46564e-05,14,8
900,5.80504e-05,14,8
950,8.88574e-05,14,8
TEST PARAMETERS
Constituent Filter bits, 6250
Number of hash functions,5
Initial Refresh Rate,7
Batch Operations,50

