20,49.9052,0.00114
10,49.9175,0.0002
5,49.912,2e-05
3,49.904,3.45235e-06
2,49.9092,1.38256e-06
1,49.9032,6.56509e-07
20,249.285,0.00952
10,249.239,0.00952
5,249.262,0.00195
3,249.316,0.00067
2,249.336,0.00022
1,249.258,4e-05
20,355.84,0.01237
10,355.844,0.00481
5,355.971,0.00481
3,355.934,0.00177
2,355.902,0.00052
1,355.907,8e-05
20,498.091,0.01237
10,498.189,0.00736
5,497.975,0.00736
3,497.767,0.00353
2,498.306,0.00116
1,497.795,0.00026
20,622.535,0.01237
10,622.526,0.01237
5,621.922,0.00457
3,621.707,0.00457
2,621.976,0.00235
1,622.297,0.00064
TEST PARAMETERS
Number of bloom filters in FBF,3
Constituent Filter bits, 25000
Number of hash functions,3
Number of elements,5000
Invalid check,100000

